; 11/25/95		17:38:41
mons001$:
	db	0			
	db	30,23			; learning skill
	db	35,39			; learning skill
	db	40,31			; learning skill
	db	48,32			; learning skill
	db	55,43			; learning skill
	db	64,36			; learning skill
	db	0			; end of skill section
mons002$:
	db	0			
	db	26,44			; learning skill
	db	31,39			; learning skill
	db	36,5			; learning skill
	db	41,43			; learning skill
	db	46,146			; learning skill
	db	0			; end of skill section
mons003$:
	db	01,16,167
	db	0			
	db	8,30			; learning skill
	db	14,40			; learning skill
	db	21,116			; learning skill
	db	29,31			; learning skill
	db	36,32			; learning skill
	db	43,24			; learning skill
	db	0			; end of skill section
mons004$:
	db	02,10,1,142
	db	0			
	db	13,47			; learning skill
	db	18,3			; learning skill
	db	24,107			; learning skill
	db	31,118			; learning skill
	db	39,111			; learning skill
	db	48,113			; learning skill
	db	0			; end of skill section
mons005$:
	db	01,20,35
	db	0			
	db	9,43			; learning skill
	db	15,31			; learning skill
	db	22,119			; learning skill
	db	29,65			; learning skill
	db	36,97			; learning skill
	db	0			; end of skill section
mons006$:
	db	01,30,141
	db	0			
	db	17,49			; learning skill
	db	22,120			; learning skill
	db	29,113			; learning skill
	db	36,129			; learning skill
	db	43,153			; learning skill
	db	0			; end of skill section
mons007$:
	db	0			
	db	8,30			; learning skill
	db	14,40			; learning skill
	db	23,37			; learning skill
	db	0			; end of skill section
mons008$:
	db	0			
	db	18,50			; learning skill
	db	22,29			; learning skill
	db	27,45			; learning skill
	db	33,55			; learning skill
	db	37,110			; learning skill
	db	44,133			; learning skill
	db	55,94			; learning skill
	db	0			; end of skill section
mons009$:
	db	01,32,154
	db	0			
	db	7,73			; learning skill
	db	13,22			; learning skill
	db	22,77			; learning skill
	db	30,75			; learning skill
	db	38,74			; learning skill
	db	46,79			; learning skill
	db	54,76			; learning skill
	db	0			; end of skill section
mons010$:
	db	0			
	db	28,23			; learning skill
	db	0			; end of skill section
mons011$:
	db	0			
	db	07,23			; learning skill
	db	15,50			; learning skill
	db	23,111			; learning skill
	db	31,21			; learning skill
	db	39,103			; learning skill
	db	0			; end of skill section
mons012$:
	db	02,47,1,10
	db	0			
	db	25,115			; learning skill
	db	28,73			; learning skill
	db	32,78			; learning skill
	db	37,77			; learning skill
	db	42,76			; learning skill
	db	48,79			; learning skill
	db	0			; end of skill section
mons013$:
	db	01,38,136
	db	0			
	db	30,139			; learning skill
	db	33,107			; learning skill
	db	37,124			; learning skill
	db	42,106			; learning skill
	db	48,103			; learning skill
	db	55,151			; learning skill
	db	0			; end of skill section
mons014$:
	db	0			
	db	29,95			; learning skill
	db	38,138			; learning skill
	db	0			; end of skill section
mons015$:
	db	01,16,168
	db	0			
	db	8,10			; learning skill
	db	14,40			; learning skill
	db	21,39			; learning skill
	db	29,44			; learning skill
	db	36,154			; learning skill
	db	43,24			; learning skill
	db	0			; end of skill section
mons016$:
	db	0			
	db	8,10			; learning skill
	db	14,40			; learning skill
	db	23,34			; learning skill
	db	0			; end of skill section
mons017$:
	db	01,28,145
	db	0			
	db	25,43			; learning skill
	db	31,116			; learning skill
	db	38,37			; learning skill
	db	43,155			; learning skill
	db	46,99			; learning skill
	db	0			; end of skill section
mons018$:
	db	01,42,1
	db	0			
	db	30,23			; learning skill
	db	35,39			; learning skill
	db	40,31			; learning skill
	db	45,32			; learning skill
	db	50,43			; learning skill
	db	55,36			; learning skill
	db	0			; end of skill section
mons019$:
	db	0			
	db	16,47			; learning skill
	db	20,54			; learning skill
	db	25,34			; learning skill
	db	31,109			; learning skill
	db	38,58			; learning skill
	db	46,56			; learning skill
	db	0			; end of skill section
mons020$:
	db	0			
	db	0			; end of skill section
mons021$:
	db	0			
	db	10,144			; learning skill
	db	20,5			; learning skill
	db	30,118			; learning skill
	db	40,94			; learning skill
	db	0			; end of skill section
mons022$:
	db	0			
	db	20,44			; learning skill
	db	25,82			; learning skill
	db	32,43			; learning skill
	db	41,56			; learning skill
	db	52,63			; learning skill
	db	0			; end of skill section
mons023$:
	db	02,34,1,139
	db	0			
	db	18,48			; learning skill
	db	23,128			; learning skill
	db	30,62			; learning skill
	db	39,43			; learning skill
	db	50,58			; learning skill
	db	0			; end of skill section
mons024$:
	db	01,30,155
	db	0			
	db	07,48			; learning skill
	db	13,35			; learning skill
	db	18,40			; learning skill
	db	22,55			; learning skill
	db	27,132			; learning skill
	db	33,112			; learning skill
	db	40,103			; learning skill
	db	48,56			; learning skill
	db	0			; end of skill section
mons025$:
	db	01,25,147
	db	0			
	db	27,95			; learning skill
	db	35,138			; learning skill
	db	0			; end of skill section
mons026$:
	db	0			
	db	17,43			; learning skill
	db	20,116			; learning skill
	db	24,104			; learning skill
	db	29,163			; learning skill
	db	35,14			; learning skill
	db	42,97			; learning skill
	db	0			; end of skill section
mons027$:
	db	02,34,1,152
	db	0			
	db	17,55			; learning skill
	db	22,106			; learning skill
	db	27,105			; learning skill
	db	32,129			; learning skill
	db	37,107			; learning skill
	db	42,113			; learning skill
	db	47,56			; learning skill
	db	0			; end of skill section
mons028$:
	db	0			
	db	8,145			; learning skill
	db	15,55			; learning skill
	db	24,44			; learning skill
	db	31,110			; learning skill
	db	42,130			; learning skill
	db	52,56			; learning skill
	db	0			; end of skill section
mons029$:
	db	0			
	db	25,69			; learning skill
	db	30,12			; learning skill
	db	36,116			; learning skill
	db	43,106			; learning skill
	db	49,163			; learning skill
	db	54,14			; learning skill
	db	0			; end of skill section
mons030$:
	db	0			
	db	29,71			; learning skill
	db	32,77			; learning skill
	db	36,78			; learning skill
	db	39,79			; learning skill
	db	45,21			; learning skill
	db	49,74			; learning skill
	db	0			; end of skill section
mons031$:
	db	0			
	db	0			; end of skill section
mons032$:
	db	0			
	db	0			; end of skill section
mons033$:
	db	02,32,1,20
	db	0			
	db	18,52			; learning skill
	db	23,43			; learning skill
	db	30,36			; learning skill
	db	39,97			; learning skill
	db	50,53			; learning skill
	db	0			; end of skill section
mons034$:
	db	0			
	db	15,20			; learning skill
	db	19,88			; learning skill
	db	25,99			; learning skill
	db	33,21			; learning skill
	db	43,106			; learning skill
	db	0			; end of skill section
mons035$:
	db	0			
	db	9,43			; learning skill
	db	15,31			; learning skill
	db	25,119			; learning skill
	db	34,65			; learning skill
	db	43,97			; learning skill
	db	0			; end of skill section
mons036$:
	db	01,18,150
	db	0			
	db	5,28			; learning skill
	db	12,98			; learning skill
	db	19,18			; learning skill
	db	28,17			; learning skill
	db	36,97			; learning skill
	db	44,119			; learning skill
	db	0			; end of skill section
mons037$:
	db	01,37,8
	db	0			
	db	18,50			; learning skill
	db	22,29			; learning skill
	db	27,45			; learning skill
	db	33,55			; learning skill
	db	40,133			; learning skill
	db	48,94			; learning skill
	db	0			; end of skill section
mons038$:
	db	03,1,149
	db	0			
	db	16,93			; learning skill
	db	20,50			; learning skill
	db	27,60			; learning skill
	db	31,105			; learning skill
	db	38,94			; learning skill
	db	42,115			; learning skill
	db	0			; end of skill section
mons039$:
	db	03,1,49
	db	0			
	db	11,111			; learning skill
	db	16,88			; learning skill
	db	21,120			; learning skill
	db	29,106			; learning skill
	db	36,89			; learning skill
	db	43,153			; learning skill
	db	0			; end of skill section
mons040$:
	db	0			
	db	24,47			; learning skill
	db	30,45			; learning skill
	db	38,107			; learning skill
	db	44,111			; learning skill
	db	48,113			; learning skill
	db	54,38			; learning skill
	db	0			; end of skill section
mons041$:
	db	03,1,126
	db	0			
	db	20,67			; learning skill
	db	25,43			; learning skill
	db	36,116			; learning skill
	db	44,69			; learning skill
	db	52,66			; learning skill
	db	0			; end of skill section
mons042$:
	db	0			
	db	15,93			; learning skill
	db	23,113			; learning skill
	db	31,3			; learning skill
	db	39,96			; learning skill
	db	47,164			; learning skill
	db	0			; end of skill section
mons043$:
	db	0			
	db	33,27			; learning skill
	db	38,26			; learning skill
	db	43,116			; learning skill
	db	48,136			; learning skill
	db	53,25			; learning skill
	db	0			; end of skill section
mons044$:
	db	0			
	db	33,7			; learning skill
	db	38,8			; learning skill
	db	43,9			; learning skill
	db	48,5			; learning skill
	db	53,68			; learning skill
	db	0			; end of skill section
mons045$:
	db	0			
	db	10,40			; learning skill
	db	17,44			; learning skill
	db	27,137			; learning skill
	db	36,103			; learning skill
	db	47,51			; learning skill
	db	0			; end of skill section
mons046$:
	db	0			
	db	13,78			; learning skill
	db	20,141			; learning skill
	db	30,147			; learning skill
	db	39,163			; learning skill
	db	48,74			; learning skill
	db	0			; end of skill section
mons047$:
	db	01,33,128
	db	0			
	db	28,39			; learning skill
	db	31,50			; learning skill
	db	36,93			; learning skill
	db	43,154			; learning skill
	db	52,56			; learning skill
	db	0			; end of skill section
mons048$:
	db	01,26,129
	db	0			
	db	12,50			; learning skill
	db	17,93			; learning skill
	db	24,29			; learning skill
	db	29,139			; learning skill
	db	32,94			; learning skill
	db	37,96			; learning skill
	db	0			; end of skill section
mons049$:
	db	0			
	db	11,111			; learning skill
	db	16,88			; learning skill
	db	21,120			; learning skill
	db	29,106			; learning skill
	db	36,89			; learning skill
	db	43,153			; learning skill
	db	0			; end of skill section
mons050$:
	db	0			
	db	0			; end of skill section
mons051$:
	db	0			
	db	36,43			; learning skill
	db	39,109			; learning skill
	db	43,7			; learning skill
	db	48,108			; learning skill
	db	52,123			; learning skill
	db	55,53			; learning skill
	db	0			; end of skill section
mons052$:
	db	0			
	db	0			; end of skill section
mons053$:
	db	0			
	db	34,84			; learning skill
	db	37,103			; learning skill
	db	42,9			; learning skill
	db	49,113			; learning skill
	db	54,87			; learning skill
	db	0			; end of skill section
mons054$:
	db	0			
	db	21,49			; learning skill
	db	25,84			; learning skill
	db	29,48			; learning skill
	db	38,86			; learning skill
	db	46,129			; learning skill
	db	54,103			; learning skill
	db	0			; end of skill section
mons055$:
	db	01,35,143
	db	0			
	db	32,124			; learning skill
	db	37,108			; learning skill
	db	40,120			; learning skill
	db	45,114			; learning skill
	db	48,153			; learning skill
	db	0			; end of skill section
mons056$:
	db	0			
	db	0			; end of skill section
mons057$:
	db	01,28,117
	db	0			
	db	15,2			; learning skill
	db	21,154			; learning skill
	db	27,116			; learning skill
	db	33,69			; learning skill
	db	39,37			; learning skill
	db	0			; end of skill section
mons058$:
	db	01,34,120
	db	0			
	db	30,45			; learning skill
	db	35,62			; learning skill
