	initndb	T1,		1,	REQ_OBJ_VANISH,	T1msg1
;	ndb	T1,		4,	REQ_OBJ_VANISH,	T1msg4
;	ndb	T1,		5,	REQ_OBJ_VANISH,	T1msg5
	ndb	T2,		5,	REQ_OBJ_APPEAR,	T2msg5
;	ndb	T2,		7,	REQ_OBJ_VANISH,	T2msg7
	ndb	T3,		5,	REQ_OBJ_APPEAR,	T3msg5
	ndb	T4,		1,	REQ_OBJ_VANISH,	T4msg1
	ndb	T11,		1,	REQ_OBJ_APPEAR,	T11msg1
	ndb	T11,		2,	REQ_OBJ_APPEAR,	T11msg2
	ndb	T11,		3,	REQ_OBJ_APPEAR,	T11msg3
	ndb	T11,		4,	REQ_OBJ_APPEAR,	T11msg4
	ndb	T11,		5,	REQ_OBJ_APPEAR,	T11msg5
	ndb	T11,		6,	REQ_OBJ_APPEAR,	T11msg6
	ndb	T11,		7,	REQ_OBJ_APPEAR,	T11msg7
	ndb	T11,		9,	REQ_OBJ_VANISH,	T11msg9
	ndb	T11,		10,	REQ_OBJ_VANISH,	T11msg10
	ndb	T11,		11,	REQ_OBJ_VANISH,	T11msg11
	ndb	T11,		12,	REQ_OBJ_VANISH,	T11msg12
	ndb	T11,		13,	REQ_OBJ_VANISH,	T11msg13
	ndb	R2,		5,	REQ_OBJ_APPEAR,	R2msg5
	ndb	R2,		6,	REQ_OBJ_APPEAR,	R2msg6
	ndb	R9,		11,	REQ_OBJ_APPEAR,	R9msg11
	ndb	R12,		1,	REQ_OBJ_APPEAR,	R12msg1
	ndb	R12,		11,	REQ_OBJ_APPEAR,	R12msg11
	ndb	R12,		12,	REQ_OBJ_APPEAR,	R12msg12
	ndb	R22,		1,	REQ_OBJ_VANISH,	R22msg1
	ndb	R24,		1,	REQ_OBJ_APPEAR,	R24msg1
	ndb	R25,		10,	REQ_OBJ_APPEAR,	R25msg10
	ndb	T1R1F1,		2,	REQ_OBJ_VANISH,	T1R1F1msg2
	ndb	T1R1F1,		3,	REQ_OBJ_VANISH,	T1R1F1msg3
	ndb	T1R1F1,		4,	REQ_OBJ_VANISH,	T1R1F1msg4
	ndb	T1R1F1,		5,	REQ_OBJ_VANISH,	T1R1F1msg5
	ndb	T1R1F1,		6,	REQ_OBJ_VANISH,	T1R1F1msg6
	ndb	T1R1F1,		7,	REQ_OBJ_VANISH,	T1R1F1msg7
	ndb	T1R2F1,		1,	REQ_OBJ_APPEAR,	T1R2F1msg1
	ndb	T1R2F1,		2,	REQ_OBJ_APPEAR,	T1R2F1msg2
	ndb	T1R2F1,		3,	REQ_OBJ_VANISH,	T1R2F1msg3
	ndb	T1R3F1,		1,	REQ_OBJ_APPEAR,	T1R3F1msg1
	ndb	T1R3F1,		2,	REQ_OBJ_APPEAR,	T1R3F1msg2
	ndb	T1R3F1,		3,	REQ_OBJ_APPEAR,	T1R3F1msg3
	ndb	T1R3F1,		4,	REQ_OBJ_APPEAR,	T1R3F1msg4
	ndb	T1R3F1,		5,	REQ_OBJ_VANISH,	T1R3F1msg5
	ndb	T1R3F1,		6,	REQ_OBJ_APPEAR,	T1R3F1msg6
	ndb	T1R3F1,		7,	REQ_OBJ_APPEAR,	T1R3F1msg7
	ndb	T1R3F1,		8,	REQ_OBJ_VANISH,	T1R3F1msg8
	ndb	T2R5F1,		1,	REQ_OBJ_APPEAR,	T2R5F1msg1
	ndb	T2R5F1,		11,	REQ_OBJ_APPEAR,	T2R5F1msg11
	ndb	T3R1F1,		5,	REQ_OBJ_APPEAR,	T3R1F1msg5
	ndb	T4R1F2,		1,	REQ_OBJ_APPEAR,	T4R1F2msg1
;	ndb	T4R7F1,		1,	REQ_OBJ_APPEAR,	T4R7F1msg1
;	ndb	T4R7F1,		2,	REQ_OBJ_APPEAR,	T4R7F1msg2
;	ndb	T4R7F1,		3,	REQ_OBJ_APPEAR,	T4R7F1msg3
	ndb	T5R2F3,		5,	REQ_OBJ_APPEAR,	T5R2F3msg5
	ndb	T5R2F4,		6,	REQ_OBJ_APPEAR,	T5R2F4msg6
	ndb	T5R2F4,		7,	REQ_OBJ_APPEAR,	T5R2F4msg7
	ndb	T5R2F4,		8,	REQ_OBJ_APPEAR,	T5R2F4msg8
	ndb	T5R2F5,		7,	REQ_OBJ_APPEAR,	T5R2F5msg7
