; 11/16/95	21:33:11
road_1$:
	db	25
	db	03,36
	db	03,165
	db	03,165
	db	02,165
	db	02,36
	db	03,36
	db	03,36
	db	04,165
	db	04,36
	db	05,36
	db	00
road_2$:
	db	25
	db	03,165
	db	03,36
	db	04,36
	db	04,165
	db	05,36
	db	03,123
	db	02,165
	db	05,165
	db	04,123
	db	05,123
	db	00
road_22$:
	db	25
	db	03,165
	db	03,15
	db	04,165
	db	04,15
	db	02,165
	db	02,15
	db	03,5
	db	05,5
	db	03,3
	db	04,3
	db	00
d1r1f1$:
	db	8
	db	04,123
	db	05,124
	db	03,123
	db	05,123
	db	04,124
	db	06,124
	db	04,113
	db	03,112
	db	03,84
	db	05,84
	db	00
road_3$:
	db	20
	db	06,36
	db	05,5
	db	07,36
	db	06,5
	db	07,5
	db	08,36
	db	08,5
	db	03,100
	db	05,100
	db	07,100
	db	00
d2r1f1$:
	db	10
	db	08,107
	db	07,107
	db	09,107
	db	08,169
	db	06,107
	db	10,107
	db	10,169
	db	08,109
	db	11,107
	db	08,4
	db	00
d2r1f2$:
	db	10
	db	08,107
	db	07,107
	db	07,169
	db	08,169
	db	09,107
	db	10,109
	db	10,107
	db	11,107
	db	09,4
	db	09,169
	db	00
d2r1f3$:
	db	10
	db	09,107
	db	09,169
	db	10,107
	db	10,169
	db	11,107
	db	10,109
	db	12,109
	db	10,4
	db	12,107
	db	12,4
	db	00
road_4$:
	db	20
	db	10,165
	db	10,5
	db	08,165
	db	06,96
	db	08,5
	db	10,96
	db	12,165
	db	12,5
	db	08,96
	db	12,96
	db	00
road_24$:
	db	25
	db	07,123
	db	08,124
	db	12,36
	db	12,188
	db	13,188
	db	10,148
	db	14,188
	db	13,36
	db	08,148
	db	12,148
	db	00
road_25$:
	db	15
	db	08,123
	db	09,124
	db	13,36
	db	12,188
	db	13,188
	db	12,148
	db	14,188
	db	10,148
	db	07,113
	db	08,112
	db	00
road_9$:
	db	15
	db	16,165
	db	16,5
	db	14,165
	db	11,96
	db	13,5
	db	15,96
	db	17,165
	db	17,5
	db	13,96
	db	17,96
	db	00
road_5$:
	db	15
	db	13,188
	db	13,36
	db	15,36
	db	10,77
	db	12,77
	db	15,188
	db	16,188
	db	16,36
	db	14,77
	db	16,77
	db	00
road_6$:
	db	15
	db	13,188
	db	13,36
	db	15,36
	db	10,77
	db	12,77
	db	15,188
	db	16,188
	db	16,36
	db	14,77
	db	16,77
	db	00
road_11$:
	db	15
	db	14,96
	db	15,5
	db	12,96
	db	09,48
	db	13,5
	db	13,48
	db	15,96
	db	17,5
	db	11,48
	db	15,48
	db	00
r10r2f1$:
	db	15
	db	16,107
	db	17,107
	db	17,169
	db	15,106
	db	16,169
	db	18,107
	db	15,107
	db	17,106
	db	13,34
	db	15,34
	db	00
d15r1f1$:
	db	15
	db	16,107
	db	17,107
	db	17,169
	db	15,106
	db	16,169
	db	18,107
	db	17,106
	db	17,34
	db	13,34
	db	18,169
	db	00
road_10$:
	db	15
	db	16,6
	db	16,5
	db	14,6
	db	11,96
	db	13,5
	db	15,96
	db	17,6
	db	17,5
	db	13,96
	db	17,96
	db	00
road_12$:
	db	15
	db	24,188
	db	25,36
	db	23,36
	db	24,65
	db	22,188
	db	26,65
	db	26,188
	db	27,36
	db	28,189
	db	30,189
	db	00
road_8$:
	db	15
	db	18,36
	db	18,77
	db	17,96
	db	16,82
	db	20,36
	db	20,77
	db	19,96
	db	17,82
	db	15,82
	db	18,82
	db	00
road_7$:
	db	15
	db	19,36
	db	19,188
	db	17,77
	db	22,188
	db	22,36
	db	18,77
	db	18,82
	db	20,82
	db	19,77
	db	20,77
	db	00
t5r2f1$:
	db	00
	db	00
t5r2f2$:
	db	00
	db	00
t5r2f3$:
	db	10
	db	20,25
	db	21,25
	db	22,25
	db	23,25
	db	19,25
	db	18,25
	db	24,25
	db	20,17
	db	22,17
	db	25,147
	db	00
t5r2f4$:
	db	10
	db	20,25
	db	21,25
	db	22,25
	db	23,25
	db	19,25
	db	18,25
	db	25,147
	db	20,17
	db	22,17
	db	24,25
	db	00
t5r2f5$:
	db	10
	db	20,25
	db	21,25
	db	22,25
	db	23,25
	db	19,25
	db	18,25
	db	25,147
	db	20,17
	db	22,17
	db	24,25
	db	00
t5r2f6$:
	db	15
	db	21,25
	db	22,25
	db	23,25
	db	24,25
	db	20,25
	db	19,25
	db	26,147
	db	22,17
	db	24,17
	db	28,147
	db	00
t5r2f7$:
	db	15
	db	21,25
	db	22,25
	db	23,25
	db	24,25
	db	20,25
	db	28,147
	db	22,17
	db	24,17
	db	28,147
	db	30,147
	db	00
road_13$:
	db	20
	db	24,188
	db	25,36
	db	27,36
	db	24,65
	db	22,188
	db	26,65
	db	26,188
	db	25,76
	db	28,189
	db	30,189
	db	00
road_14$:
	db	15
	db	24,188
	db	26,36
	db	23,76
	db	24,65
	db	22,188
	db	26,65
	db	26,188
	db	30,189
	db	28,150
	db	30,150
	db	00
road_15$:
	db	15
	db	24,188
	db	26,76
	db	23,36
	db	26,65
	db	22,188
	db	28,65
	db	26,188
